,rank,name,net_worth (in billion $),age,country / territory,source,industry,"('age', 'net_worth (in billion $)')"
313,312.0,Anders Holch Povlsen,7.3,50.0,Denmark,Fashion retail,Fashion & Retail,50.0
314,312.0,Iskander Makhmudov,7.3,59.0,Russia,"Mining, metals, machinery",Metals & Mining,59.0
315,312.0,Benu Gopal Bangur,7.3,91.0,India,Cement,Manufacturing,91.0
316,317.0,Don Hankey,7.2,79.0,United States,Auto loans,Finance & Investments,79.0
317,317.0,Richard Kinder,7.2,78.0,United States,Pipelines,Energy,78.0
318,317.0,Guillaume Pousaz,7.2,41.0,Switzerland,Fintech,Finance & Investments,41.0
319,317.0,Zong Qinghou,7.2,77.0,China,Beverages,Food & Beverage,77.0
320,317.0,Takahisa Takahara,7.2,61.0,Japan,Personal care goods,Fashion & Retail,61.0
321,317.0,Terry Gou,7.2,72.0,Taiwan,Electronics,Technology,72.0
322,317.0,Arthur Dantchik,7.2,65.0,United States,"Trading, investments",Finance & Investments,65.0
323,317.0,Jeff Greene,7.2,68.0,United States,"Real estate, investments",Real Estate,68.0
324,325.0,Zhang Hejun,7.1,71.0,China,Electronics,Manufacturing,71.0
325,325.0,Wee Cho Yaw,7.1,94.0,Singapore,Banking,Finance & Investments,94.0
326,325.0,Frederik Paulsen,7.1,72.0,Sweden,Health care,Healthcare,72.0
327,325.0,Liang Wengen,7.1,66.0,China,Construction equipment,Manufacturing,66.0
328,325.0,Tamara Gustavson,7.1,61.0,United States,Self storage,Service,61.0
329,325.0,Johann Graf,7.1,76.0,Austria,Gambling,Gambling & Casinos,76.0
330,325.0,Judy Faulkner,7.1,79.0,United States,Healthcare software,Technology,79.0
331,332.0,Jack Dangermond,7.0,77.0,United States,Mapping software,Technology,77.0
332,332.0,Ashwin Dani & family,7.0,80.0,India,Paints,Manufacturing,80.0
333,332.0,Ralph Lauren,7.0,83.0,United States,Apparel,Fashion & Retail,83.0
334,332.0,Don Vultaggio & family,7.0,71.0,United States,Beverages,Food & Beverage,71.0
335,332.0,Jude Reyes,7.0,67.0,United States,Food distribution,Food & Beverage,67.0
336,332.0,J. Christopher Reyes,7.0,69.0,United States,Food distribution,Food & Beverage,69.0
337,332.0,Shapoor Mistry,7.0,58.0,Ireland,Diversified,Diversified,58.0
338,332.0,Rohiqa Cyrus Mistry,7.0,55.0,India,Diversified,Diversified,55.0
339,332.0,Law Kar Po,7.0,74.0,Hong Kong,Real estate,Real Estate,74.0
340,332.0,Dmitri Bukhman,7.0,37.0,Israel,Online games,Media & Entertainment,37.0
341,332.0,Marc Benioff,7.0,58.0,United States,Business software,Technology,58.0
342,332.0,Igor Bukhman,7.0,41.0,Israel,Online games,Media & Entertainment,41.0
343,344.0,Sandra Ortega Mera,6.9,54.0,Spain,Zara,Fashion & Retail,54.0
344,344.0,Ronda Stryker,6.9,68.0,United States,Medical equipment,Healthcare,68.0
345,344.0,Pauline MacMillan Keinath,6.9,89.0,United States,Cargill,Food & Beverage,89.0
346,344.0,Edythe Broad & family,6.9,87.0,United States,"Homebuilding, insurance",Diversified,87.0
347,344.0,Alejandro Bailleres Gual & family,6.9,62.0,Mexico,Diversified,Diversified,62.0
348,344.0,Liu Jincheng & family,6.9,58.0,China,Lithium batteries,Technology,58.0
349,344.0,Philippe Laffont,6.9,55.0,United States,Hedge fund,Finance & Investments,55.0
350,344.0,Igor Olenicoff,6.9,80.0,United States,Real estate,Real Estate,80.0
351,352.0,Dannine Avara,6.8,59.0,United States,Pipelines,Energy,59.0
352,352.0,David Siegel,6.8,61.0,United States,Hedge funds,Finance & Investments,61.0
353,352.0,John Overdeck,6.8,53.0,United States,Hedge funds,Finance & Investments,53.0
354,352.0,Gordon Moore,6.8,94.0,United States,Intel,Technology,94.0
355,352.0,Yuri Milner,6.8,61.0,Israel,Tech investments,Finance & Investments,61.0
356,352.0,"Edward Johnson, IV.",6.8,58.0,United States,Fidelity,Finance & Investments,58.0
357,352.0,Milane Frantz,6.8,53.0,United States,Pipelines,Energy,53.0
358,352.0,Scott Duncan,6.8,40.0,United States,Pipelines,Energy,40.0
359,352.0,Denise Coates,6.8,55.0,United Kingdom,Online gambling,Gambling & Casinos,55.0
360,352.0,Silvio Berlusconi & family,6.8,86.0,Italy,Media,Diversified,86.0
361,352.0,Wang Laisheng,6.8,58.0,China,Electronics components,Technology,58.0
362,352.0,Viktor Vekselberg,6.8,65.0,Russia,"Metals, investments",Diversified,65.0
363,352.0,Randa Duncan Williams,6.8,61.0,United States,Pipelines,Energy,61.0
364,365.0,Ken Fisher,6.7,72.0,United States,Money management,Finance & Investments,72.0
365,365.0,Agnete Kirk Thinggaard,6.7,39.0,Denmark,Lego,Manufacturing,39.0
366,365.0,Christopher Hohn,6.7,56.0,United Kingdom,Hedge funds,Finance & Investments,56.0
367,365.0,John Tu,6.7,81.0,United States,Computer hardware,Technology,81.0
368,365.0,Kjeld Kirk Kristiansen,6.7,75.0,Denmark,Lego,Manufacturing,75.0
369,365.0,Xu Shihui,6.7,65.0,China,"Snacks, beverages",Food & Beverage,65.0
370,365.0,"Edward Roski, Jr.",6.7,84.0,United States,Real estate,Real Estate,84.0
371,365.0,Terrence Pegula,6.7,72.0,United States,Natural gas,Energy,72.0
372,365.0,Xavier Niel,6.7,55.0,France,"Internet, telecom",Telecom,55.0
373,365.0,Magdalena Martullo-Blocher,6.7,54.0,Switzerland,Chemicals,Manufacturing,54.0
374,365.0,Lin Jianhua,6.7,60.0,China,Solar panel components,Manufacturing,60.0
375,365.0,Li Ping,6.7,55.0,Hong Kong,Batteries,Automotive,55.0
376,365.0,Massimiliana Landini Aleotti & family,6.7,80.0,Italy,Pharmaceuticals,Healthcare,80.0
377,365.0,Thomas Kirk Kristiansen,6.7,44.0,Denmark,Lego,Manufacturing,44.0
378,365.0,Sofie Kirk Kristiansen,6.7,47.0,Denmark,Lego,Manufacturing,47.0
379,365.0,George Soros,6.7,92.0,United States,Hedge funds,Finance & Investments,92.0
380,365.0,John A. Sobrato & family,6.7,83.0,United States,Real estate,Real Estate,83.0
381,365.0,David Sun,6.7,71.0,United States,Computer hardware,Technology,71.0
382,383.0,Nadia Thiele,6.6,47.0,Germany,Investments,Finance & Investments,47.0
383,383.0,"Henry Nicholas, III.",6.6,63.0,United States,Semiconductors,Technology,63.0
384,383.0,Bruce Kovner,6.6,78.0,United States,Hedge funds,Finance & Investments,78.0
385,383.0,Trudy Cathy White,6.6,67.0,United States,Chick-fil-A,Food & Beverage,67.0
386,383.0,Dan Cathy,6.6,70.0,United States,Chick-fil-A,Food & Beverage,70.0
387,383.0,Bubba Cathy,6.6,68.0,United States,Chick-fil-A,Food & Beverage,68.0
388,383.0,Rahel Blocher,6.6,47.0,Switzerland,Chemicals,Manufacturing,47.0
389,390.0,Simon Reuben,6.5,81.0,United Kingdom,"Real estate, investments",Diversified,81.0
390,390.0,Radovan Vitek,6.5,51.0,Czech Republic,Real estate,Real Estate,51.0
391,390.0,Melinda French Gates,6.5,58.0,United States,Microsoft,Technology,58.0
392,390.0,David Bonderman,6.5,80.0,United States,Private equity,Finance & Investments,80.0
393,390.0,Annette Lerner & family,6.5,93.0,United States,Real estate,Real Estate,93.0
394,390.0,Nathan Kirsh,6.5,91.0,Eswatini (Swaziland),"Retail, real estate",Fashion & Retail,91.0
395,390.0,David Reuben,6.5,84.0,United Kingdom,"Investments, real estate",Real Estate,84.0
396,397.0,Alexei Kuzmichev,6.4,60.0,Russia,"Oil, banking, telecom",Energy,60.0
397,397.0,Dmitry Rybolovlev & family,6.4,56.0,Russia,Fertilizer,Manufacturing,56.0
398,397.0,Carl Bennet,6.4,71.0,Sweden,Investments,Finance & Investments,71.0
399,397.0,Luis Carlos Sarmiento,6.4,90.0,Colombia,Banking,Finance & Investments,90.0
400,397.0,Jian Jun,6.4,59.0,China,Biomedical products,Healthcare,59.0
401,397.0,Stanley Druckenmiller,6.4,69.0,United States,Hedge funds,Finance & Investments,69.0
402,397.0,Stephen Bisciotti,6.4,62.0,United States,"Staffing, Baltimore Ravens",Sports,62.0
403,397.0,Dennis Washington,6.4,88.0,United States,"Construction, mining",Logistics,88.0
404,405.0,Stef Wertheimer & family,6.3,96.0,Israel,Metalworking tools,Manufacturing,96.0
405,405.0,Wang Yusuo & family,6.3,59.0,China,Natural gas distribution,Energy,59.0
406,405.0,Alain Merieux & family,6.3,85.0,France,Pharmaceuticals,Healthcare,85.0
407,405.0,John Grayken,6.3,66.0,Ireland,Private equity,Finance & Investments,66.0
408,405.0,Gao Jifan & family,6.3,58.0,China,Solar equipment,Energy,58.0
409,405.0,Anthony Bamford & family,6.3,77.0,United Kingdom,Construction equipment,Construction & Engineering,77.0
410,411.0,Ruan Xueping,6.2,51.0,Hong Kong,Power strip,Manufacturing,51.0
411,411.0,Michal Solowow,6.2,60.0,Poland,Investments,Finance & Investments,60.0
412,411.0,Gustaf Douglas,6.2,85.0,Sweden,Investments,Diversified,85.0
413,411.0,Maria Asuncion Aramburuzabala & family,6.2,59.0,Mexico,"Beer, investments",Food & Beverage,59.0
414,411.0,Lin Muqin & family,6.2,59.0,China,Beverages,Food & Beverage,59.0
415,411.0,Frits Goldschmeding,6.2,89.0,Netherlands,Temp agency,Service,89.0
416,411.0,Ruan Liping,6.2,59.0,Hong Kong,Power strips,Manufacturing,59.0
417,418.0,Zhou Qunfei,6.1,53.0,Hong Kong,Smartphone screens,Technology,53.0
418,418.0,Sunil Mittal,6.1,65.0,India,Telecom,Telecom,65.0
419,418.0,Michael Kadoorie,6.1,81.0,Hong Kong,"Hotels, energy",Energy,81.0
420,418.0,Wolfgang Herz,6.1,72.0,Germany,Coffee,Fashion & Retail,72.0
421,418.0,Michael Herz,6.1,79.0,Germany,Coffee,Fashion & Retail,79.0
422,418.0,Tom Gores,6.1,58.0,United States,Private equity,Finance & Investments,58.0
423,418.0,Mike Adenuga,6.1,69.0,Nigeria,"Telecom, oil",Diversified,69.0
424,425.0,Gopikishan Damani,6.0,65.0,India,"Retail, investments",Fashion & Retail,65.0
425,425.0,Sumet Jiaravanon,6.0,88.0,Thailand,Diversified,Diversified,88.0
426,425.0,Joe Lewis,6.0,86.0,United Kingdom,Investments,Finance & Investments,86.0
427,425.0,Rene Benko,6.0,46.0,Austria,"Real estate, retail",Real Estate,46.0
428,425.0,Alexander Abramov,6.0,64.0,Russia,"Steel, mining",Metals & Mining,64.0
429,425.0,Les Wexner & family,6.0,85.0,United States,Retail,Fashion & Retail,85.0
430,425.0,David Steward,6.0,71.0,United States,IT provider,Technology,71.0
431,425.0,Michael Milken,6.0,76.0,United States,Investments,Finance & Investments,76.0
432,425.0,Frank Lowy,6.0,92.0,Australia,Investments,Finance & Investments,92.0
433,425.0,Alain Bouchard,6.0,74.0,Canada,Convinience stores,Fashion & Retail,74.0
434,425.0,Neil Bluhm,6.0,85.0,United States,Real estate,Real Estate,85.0
435,425.0,Jay Chaudhry,6.0,63.0,United States,Security software,Technology,63.0
436,437.0,Tsai Eng-meng,5.9,66.0,Taiwan,"Food, beverages",Food & Beverage,66.0
437,437.0,Antony Ressler,5.9,62.0,United States,Finance,Finance & Investments,62.0
438,437.0,Andreas Halvorsen,5.9,61.0,Norway,Hedge funds,Finance & Investments,61.0
439,437.0,Jaran Chiaravanont,5.9,93.0,Thailand,Diversified,Diversified,93.0
440,437.0,Cai Kui,5.9,60.0,China,Real estate,Real Estate,60.0
441,442.0,Niels Peter Louis-Hansen,5.8,75.0,Denmark,Medical devices,Healthcare,75.0
442,442.0,Josh Harris,5.8,58.0,United States,Private equity,Finance & Investments,58.0
443,442.0,Patrick Soon-Shiong,5.8,70.0,United States,Pharmaceuticals,Healthcare,70.0
444,445.0,Rinat Akhmetov,5.7,56.0,Ukraine,"Steel, coal",Metals & Mining,56.0
445,445.0,John Brown,5.7,88.0,United States,Medical equipment,Healthcare,88.0
446,445.0,Clive Calder,5.7,76.0,United Kingdom,Record label,Media & Entertainment,76.0
447,445.0,Robert Ziff,5.7,56.0,United States,Investments,Finance & Investments,56.0
448,445.0,Dirk Ziff,5.7,59.0,United States,Investments,Finance & Investments,59.0
449,445.0,Daniel Ziff,5.7,51.0,United States,Investments,Finance & Investments,51.0
450,445.0,Helmut Sohmen,5.7,83.0,Austria,Shipping,Logistics,83.0
451,445.0,Thomas Schmidheiny,5.7,77.0,Switzerland,Cement,Construction & Engineering,77.0
452,445.0,Fredrik Lundberg,5.7,71.0,Sweden,"Real estate, investments",Real Estate,71.0
453,445.0,Arthur Irving,5.7,93.0,Canada,Oil,Energy,93.0
454,455.0,Li Ge,5.6,56.0,United States,Pharmaceutical ingredients,Healthcare,56.0
455,455.0,Karen Pritzker,5.6,65.0,United States,"Hotels, investments",Finance & Investments,65.0
456,455.0,Robert Rowling,5.6,69.0,United States,"Hotels, investments",Service,69.0
457,455.0,Ray Lee Hunt,5.6,79.0,United States,"Oil, real estate",Energy,79.0
458,455.0,Maria Angelicoussis,5.6,41.0,Greece,Shipping,Logistics,41.0
459,455.0,Wu Jianshu,5.6,59.0,Hong Kong,Auto parts,Automotive,59.0
460,455.0,Seo Jung-jin,5.6,65.0,South Korea,Biotech,Healthcare,65.0
461,455.0,Teddy Sagi,5.6,51.0,Israel,Gambling software,Gambling & Casinos,51.0
462,455.0,Vikram Lal & family,5.6,81.0,India,Motorcycles,Automotive,81.0
463,455.0,Lai Meisong,5.6,52.0,China,Package delivery,Logistics,52.0
464,455.0,Ken Langone,5.6,87.0,United States,Investments,Finance & Investments,87.0
465,466.0,Jiang Weiping & family,5.5,68.0,China,Chemicals,Manufacturing,68.0
466,466.0,Wolfgang Marguerre & family,5.5,81.0,Germany,Pharmaceuticals,Healthcare,81.0
467,466.0,Ludwig Merckle,5.5,58.0,Germany,Pharmaceuticals,Finance & Investments,58.0
468,466.0,Archie Aldis Emmerson & family,5.5,93.0,United States,"Timberland, lumber mills",Manufacturing,93.0
469,466.0,Patrick Collison,5.5,34.0,Ireland,Payment software,Technology,34.0
470,466.0,Zhao Yan,5.5,56.0,China,Biotech,Diversified,56.0
471,466.0,John Collison,5.5,32.0,Ireland,Payments software,Technology,32.0
472,466.0,Richard White,5.5,68.0,Australia,Software,Technology,68.0
473,466.0,Pierre Chen,5.5,66.0,Taiwan,Electronics,Technology,66.0
474,466.0,Margaretta Taylor,5.5,80.0,United States,"Media, automotive",Media & Entertainment,80.0
475,466.0,James Chambers,5.5,65.0,United States,"Media, automotive",Media & Entertainment,65.0
476,466.0,Sergio Stevanato & family,5.5,80.0,Italy,Medical packaging,Healthcare,80.0
477,466.0,Micky Arison,5.5,73.0,United States,Carnival Cruises,Service,73.0
478,466.0,Paul Singer,5.5,78.0,United States,Hedge funds,Finance & Investments,78.0
479,466.0,Jean Salata,5.5,57.0,Chile,Finance,Finance & Investments,57.0
480,466.0,Katharine Rayner,5.5,78.0,United States,"Media, automotive",Media & Entertainment,78.0
481,466.0,Mitchell Rales,5.5,66.0,United States,"Manufacturing, investments",Manufacturing,66.0
482,466.0,Dan Friedkin,5.5,58.0,United States,Toyota dealerships,Automotive,58.0
483,466.0,Piero Ferrari,5.5,77.0,Italy,Automobiles,Automotive,77.0
484,466.0,James Irving,5.5,95.0,Canada,Diversified,Diversified,95.0
485,486.0,Miao Hangen,5.4,58.0,China,"Textiles, petrochemicals",Diversified,58.0
486,486.0,Michael Pieper,5.4,77.0,Switzerland,Kitchen appliances,Manufacturing,77.0
487,486.0,Miuccia Prada,5.4,73.0,Italy,Luxury goods,Fashion & Retail,73.0
488,486.0,Patrizio Bertelli,5.4,77.0,Italy,Luxury goods,Fashion & Retail,77.0
489,486.0,Renate Reimann-Haas,5.4,71.0,Germany,Consumer goods,Fashion & Retail,71.0
490,486.0,Stefan Reimann-Andersen,5.4,59.0,Germany,Consumer goods,Fashion & Retail,59.0
491,486.0,Matthias Reimann-Andersen,5.4,58.0,Germany,Consumer goods,Fashion & Retail,58.0
492,486.0,Wolfgang Reimann,5.4,70.0,Germany,Consumer goods,Fashion & Retail,70.0
493,486.0,Mat Ishbia,5.4,43.0,United States,Mortgage lender,Finance & Investments,43.0
494,486.0,Mahendra Choksi & family,5.4,81.0,India,Paints,Manufacturing,81.0
495,486.0,Leo Koguan,5.4,68.0,United States,IT provider,Technology,68.0
496,497.0,Stewart Resnick,5.3,86.0,United States,Agriculture,Food & Beverage,86.0
497,497.0,Gary Rollins,5.3,78.0,United States,Pest control,Service,78.0
498,497.0,Mark Walter,5.3,62.0,United States,"Finance, asset management",Finance & Investments,62.0
499,497.0,Douglas Leone,5.3,65.0,United States,Venture capital,Finance & Investments,65.0
500,497.0,Elizabeth Johnson,5.3,59.0,United States,Fidelity,Finance & Investments,59.0
501,497.0,Ibrahim Erdemoglu,5.3,60.0,Turkey,Carpet,Manufacturing,60.0
502,497.0,Rick Caruso,5.3,64.0,United States,Real estate,Real Estate,64.0
503,497.0,Todd Boehly,5.3,49.0,United States,Finance,Finance & Investments,49.0
504,497.0,M.A. Yusuff Ali,5.3,67.0,India,Retail,Fashion & Retail,67.0
505,497.0,Erich Wesjohann & family,5.3,77.0,Germany,Poultry genetics,Food & Beverage,77.0
506,497.0,Ronald Wanek,5.3,81.0,United States,Furniture,Manufacturing,81.0
507,497.0,Thomas Pritzker,5.3,72.0,United States,"Hotels, investments",Finance & Investments,72.0
508,497.0,Prajogo Pangestu,5.3,78.0,Indonesia,Petrochemicals,Diversified,78.0
509,497.0,Lynda Resnick,5.3,80.0,United States,Agriculture,Food & Beverage,80.0
510,511.0,Charles Simonyi,5.2,74.0,United States,Microsoft,Technology,74.0
511,511.0,Ty Warner,5.2,78.0,United States,"Plush toys, real estate",Real Estate,78.0
512,511.0,Sam Zell,5.2,81.0,United States,"Real estate, private equity",Real Estate,81.0
513,511.0,Ananda Krishnan,5.2,85.0,Malaysia,"Telecoms, media, oil-services",Telecom,85.0
514,511.0,Micky Jagtiani,5.2,71.0,India,Retail,Fashion & Retail,71.0
515,511.0,Gao Dekang & family,5.2,71.0,China,Apparel,Fashion & Retail,71.0
516,511.0,Robert Faith,5.2,59.0,United States,Real estate management,Real Estate,59.0
517,511.0,Cheng Xue,5.2,53.0,China,Soy sauce,Food & Beverage,53.0
518,511.0,Alexandre Behring,5.2,56.0,Brazil,Investments,Finance & Investments,56.0
519,511.0,"Robert Rich, Jr.",5.2,82.0,United States,Frozen foods,Food & Beverage,82.0
520,511.0,Barry Lam,5.2,73.0,Taiwan,Electronics,Technology,73.0
521,511.0,Mark Scheinberg,5.2,49.0,Canada,Online gambling,Gambling & Casinos,49.0
522,523.0,Romesh T. Wadhwani,5.1,75.0,United States,Software,Technology,75.0
523,523.0,Tse Ping & family,5.1,71.0,China,Pharmaceuticals,Healthcare,71.0
524,523.0,Tony Tamer,5.1,65.0,United States,Private equity,Finance & Investments,65.0
525,523.0,Kjell Inge Rokke,5.1,64.0,Norway,"Shipping, seafood",Logistics,64.0
526,523.0,Sami Mnaymneh,5.1,61.0,United States,Private equity,Finance & Investments,61.0
527,523.0,Kwon Hyuk-bin,5.1,49.0,South Korea,Online games,Media & Entertainment,49.0
528,523.0,Charles B. Johnson,5.1,90.0,United States,Franklin Templeton,Finance & Investments,90.0
529,523.0,Rekha Jhunjhunwala,5.1,59.0,India,Investments,Finance & Investments,59.0
530,523.0,Wei Fang,5.1,49.0,China,Steel,Manufacturing,49.0
531,523.0,Denise York & family,5.1,72.0,United States,San Francisco 49ers,Sports,72.0
532,523.0,Hansjoerg Wyss,5.1,88.0,Switzerland,Medical devices,Healthcare,88.0
533,534.0,Robert Bass,5.0,75.0,United States,"Oil, investments",Energy,75.0
534,534.0,Chip Wilson,5.0,66.0,Canada,Lululemon,Fashion & Retail,66.0
535,534.0,Dona Bertarelli,5.0,55.0,Switzerland,Biotech and investments,Healthcare,55.0
536,534.0,Zhu Yan & family,5.0,65.0,China,Real estate,Real Estate,65.0
537,534.0,Alexander Gerko,5.0,43.0,United Kingdom,Trading,Finance & Investments,43.0
538,534.0,Ugur Sahin,5.0,57.0,Germany,Biotechnology,Healthcare,57.0
539,534.0,Janice McNair,5.0,86.0,United States,"Energy, sports",Sports,86.0
540,534.0,George Lucas,5.0,78.0,United States,Star Wars,Media & Entertainment,78.0
541,534.0,Michel Leclercq & family,5.0,83.0,France,Sporting goods,Fashion & Retail,83.0
542,534.0,Jane Lauder,5.0,50.0,United States,Estée Lauder,Fashion & Retail,50.0
543,534.0,Kim Beom-su,5.0,57.0,South Korea,Online services,Technology,57.0
544,534.0,Viktor Kharitonin,5.0,50.0,Russia,Pharmaceuticals,Healthcare,50.0
545,534.0,"Robert Hale, Jr.",5.0,56.0,United States,Telecom,Telecom,56.0
546,534.0,Martin Haefner,5.0,69.0,Switzerland,"Software, investments",Technology,69.0
547,534.0,Thomas Straumann,5.0,59.0,Switzerland,Dental implants,Healthcare,59.0
548,534.0,Alexandra Schoerghuber & family,5.0,64.0,Germany,Real estate,Real Estate,64.0
549,534.0,Ron Baron,5.0,79.0,United States,Money management,Finance & Investments,79.0
550,534.0,Murat Ulker,5.0,64.0,Turkey,Food,Food & Beverage,64.0
551,552.0,Kelcy Warren,4.9,67.0,United States,Pipelines,Energy,67.0
552,552.0,Zhang Tao,4.9,50.0,China,E-commerce,Fashion & Retail,50.0
553,552.0,Jim Davis & family,4.9,79.0,United States,New Balance,Manufacturing,79.0
554,552.0,Emanuele (Lino) Saputo & family,4.9,86.0,Canada,Cheese,Food & Beverage,86.0
555,552.0,Rudolf Maag,4.9,77.0,Switzerland,Medical devices,Healthcare,77.0
556,552.0,Lim Hariyanto Wijaya Sarwono,4.9,94.0,Indonesia,"Palm oil, nickel mining",Metals & Mining,94.0
557,552.0,Bidzina Ivanishvili,4.9,67.0,Georgia,Investments,Finance & Investments,67.0
558,552.0,Jonathan Gray,4.9,53.0,United States,Investments,Finance & Investments,53.0
559,552.0,Tom Golisano,4.9,81.0,United States,Payroll services,Service,81.0
560,552.0,Marcos Galperin,4.9,65.0,Argentina,E-commerce,Technology,65.0
